Year,,Large-Cap Value
2018,-0.99%,Large-Cap Value
2017,8.85%,Large-Cap Value
2016,10.56%,Large-Cap Value
2015,1.26%,Large-Cap Value
2014,2.96%,Large-Cap Value
2013,-0.91%,Large-Cap Value
2012,14.98%,Large-Cap Value
2011,4.42%,Large-Cap Value
2010,14.26%,Large-Cap Value
2009,31.57%,Large-Cap Value
2008,-13.34%,Large-Cap Value
2007,3.97%,Large-Cap Value
2006,7.62%,Large-Cap Value
2005,5.89%,Large-Cap Value
2004,9.39%,Large-Cap Value
2003,N/A,Large-Cap Value
