Year,,Large-Cap Blend
2018,-3.35%,Large-Cap Blend
2017,21.65%,Large-Cap Blend
2016,10.86%,Large-Cap Blend
2015,-0.54%,Large-Cap Blend
2014,13.52%,Large-Cap Blend
2013,34.29%,Large-Cap Blend
2012,14.85%,Large-Cap Blend
2011,4.73%,Large-Cap Blend
2010,12.23%,Large-Cap Blend
2009,23.25%,Large-Cap Blend
2008,-35.75%,Large-Cap Blend
2007,N/A,Large-Cap Blend
