Year,,Large-Cap Blend
2018,-5.39%,Large-Cap Blend
2017,22.70%,Large-Cap Blend
2016,8.47%,Large-Cap Blend
2015,0.73%,Large-Cap Blend
2014,11.08%,Large-Cap Blend
2013,35.37%,Large-Cap Blend
2012,17.48%,Large-Cap Blend
2011,-1.01%,Large-Cap Blend
2010,16.12%,Large-Cap Blend
2009,33.81%,Large-Cap Blend
2008,-39.45%,Large-Cap Blend
2007,4.35%,Large-Cap Blend
2006,12.85%,Large-Cap Blend
2005,N/A,Large-Cap Blend
