Year,,Large-Cap Growth
2018,-5.85%,Large-Cap Growth
2017,12.07%,Large-Cap Growth
2016,5.80%,Large-Cap Growth
2015,-2.79%,Large-Cap Growth
2014,16.62%,Large-Cap Growth
2013,36.37%,Large-Cap Growth
2012,8.31%,Large-Cap Growth
2011,-2.01%,Large-Cap Growth
2010,14.22%,Large-Cap Growth
2009,53.78%,Large-Cap Growth
2008,-44.63%,Large-Cap Growth
