Year,,Large-Cap Value
2018,-5.96%,Large-Cap Value
2017,16.37%,Large-Cap Value
2016,16.75%,Large-Cap Value
2015,0.30%,Large-Cap Value
2014,13.38%,Large-Cap Value
2013,30.13%,Large-Cap Value
2012,12.59%,Large-Cap Value
2011,10.35%,Large-Cap Value
2010,14.02%,Large-Cap Value
2009,17.52%,Large-Cap Value
2008,-32.51%,Large-Cap Value
2007,1.54%,Large-Cap Value
