Year,,Large-Cap Growth
2018,-8.03%,Large-Cap Growth
2017,19.10%,Large-Cap Growth
2016,11.05%,Large-Cap Growth
2015,-4.06%,Large-Cap Growth
2014,9.21%,Large-Cap Growth
2013,29.05%,Large-Cap Growth
2012,13.33%,Large-Cap Growth
2011,-7.53%,Large-Cap Growth
2010,20.45%,Large-Cap Growth
2009,46.08%,Large-Cap Growth
2008,N/A,Large-Cap Growth
