Year,,Large-Cap Growth
2018,1.85%,Large-Cap Growth
2017,34.97%,Large-Cap Growth
2016,1.43%,Large-Cap Growth
2015,2.10%,Large-Cap Growth
2014,7.98%,Large-Cap Growth
2013,38.49%,Large-Cap Growth
2012,16.42%,Large-Cap Growth
2011,-5.23%,Large-Cap Growth
2010,17.42%,Large-Cap Growth
2009,35.40%,Large-Cap Growth
2008,-45.31%,Large-Cap Growth
2007,18.77%,Large-Cap Growth
2006,5.07%,Large-Cap Growth
2005,N/A,Large-Cap Growth
