Year,,Large-Cap Value
2018,-6.59%,Large-Cap Value
2017,12.08%,Large-Cap Value
2016,13.94%,Large-Cap Value
2015,-4.20%,Large-Cap Value
2014,10.58%,Large-Cap Value
2013,9.20%,Large-Cap Value
2012,9.54%,Large-Cap Value
2011,4.07%,Large-Cap Value
2010,17.79%,Large-Cap Value
2009,27.25%,Large-Cap Value
2008,N/A,Large-Cap Value
