Year,,Large-Cap Blend
2018,-4.47%,Large-Cap Blend
2017,22.03%,Large-Cap Blend
2016,11.65%,Large-Cap Blend
2015,1.07%,Large-Cap Blend
2014,13.38%,Large-Cap Blend
2013,32.66%,Large-Cap Blend
2012,16.06%,Large-Cap Blend
2011,1.60%,Large-Cap Blend
2010,15.81%,Large-Cap Blend
2009,27.80%,Large-Cap Blend
2008,-37.05%,Large-Cap Blend
2007,6.43%,Large-Cap Blend
2006,15.58%,Large-Cap Blend
2005,6.19%,Large-Cap Blend
2004,N/A,Large-Cap Blend
