Year,,Large-Cap Blend
2018,-4.60%,Large-Cap Blend
2017,24.82%,Large-Cap Blend
2016,13.23%,Large-Cap Blend
2015,-0.64%,Large-Cap Blend
2014,6.73%,Large-Cap Blend
2013,43.04%,Large-Cap Blend
2012,19.95%,Large-Cap Blend
2011,0.20%,Large-Cap Blend
2010,13.72%,Large-Cap Blend
2009,27.81%,Large-Cap Blend
2008,-35.97%,Large-Cap Blend
2007,7.28%,Large-Cap Blend
