Date,Open,High,Low,Close,Adj Close,Volume
2006-02-22,1002.630005,1017.179993,1001.090027,1014.320007,1014.320007,0
2006-02-23,1012.630005,1019.099976,1008.739990,1011.840027,1011.840027,0
2006-02-24,1011.960022,1016.539978,1008.969971,1016.489990,1016.489990,0
2006-02-27,1020.169983,1031.439941,1019.330017,1029.739990,1029.739990,0
2006-02-28,1024.880005,1025.089966,1011.739990,1015.429993,1015.429993,0
2006-03-01,1016.789978,1025.229980,1012.479980,1024.280029,1024.280029,0
2006-03-02,1020.369995,1025.430054,1018.090027,1023.039978,1023.039978,0
2006-03-03,1018.500000,1029.040039,1014.539978,1017.960022,1017.960022,0
2006-03-06,1020.270020,1020.849976,1008.630005,1011.780029,1011.780029,0
2006-03-07,1010.109985,1010.109985,1001.950012,1006.109985,1006.109985,0
2006-03-08,1003.940002,1007.500000,995.500000,1004.340027,1004.340027,0
2006-03-09,1006.929993,1010.469971,1000.989990,1001.039978,1001.039978,0
2006-03-10,999.429993,1010.729980,995.169983,1006.640015,1006.640015,0
2006-03-13,1008.580017,1014.320007,1008.580017,1010.830017,1010.830017,0
2006-03-14,1009.210022,1026.949951,1009.109985,1025.329956,1025.329956,0
2006-03-15,1029.890015,1036.130005,1027.599976,1036.069946,1036.069946,0
2006-03-16,1037.589966,1040.589966,1032.790039,1033.189941,1033.189941,0
2006-03-17,1035.339966,1038.849976,1032.810059,1036.449951,1036.449951,0
2006-03-20,1039.079956,1040.930054,1035.140015,1038.030029,1038.030029,0
2006-03-21,1038.420044,1047.729980,1026.369995,1027.300049,1027.300049,0
2006-03-22,1023.250000,1035.790039,1021.619995,1033.729980,1033.729980,0
2006-03-23,1030.459961,1034.930054,1025.540039,1032.900024,1032.900024,0
2006-03-24,1034.699951,1041.869995,1032.209961,1038.910034,1038.910034,0
2006-03-27,1037.479980,1040.359985,1033.400024,1039.609985,1039.609985,0
2006-03-28,1040.400024,1048.079956,1034.109985,1037.709961,1037.709961,0
2006-03-29,1038.640015,1055.290039,1037.199951,1051.280029,1051.280029,0
2006-03-30,1052.829956,1063.079956,1051.439941,1056.770020,1056.770020,0
2006-03-31,1057.500000,1058.650024,1052.130005,1056.280029,1056.280029,0
2006-04-03,1060.869995,1063.410034,1052.550049,1053.739990,1053.739990,0
2006-04-04,1056.089966,1064.839966,1054.599976,1063.459961,1063.459961,0
2006-04-05,1062.219971,1064.719971,1056.199951,1063.680054,1063.680054,0
2006-04-06,1064.640015,1067.410034,1057.660034,1064.680054,1064.680054,0
2006-04-07,1068.229980,1074.540039,1054.489990,1055.959961,1055.959961,0
2006-04-10,1057.680054,1058.349976,1048.630005,1052.959961,1052.959961,0
2006-04-11,1056.959961,1057.800049,1039.900024,1043.790039,1043.790039,0
2006-04-12,1044.310059,1049.069946,1043.780029,1048.170044,1048.170044,0
2006-04-13,1046.290039,1054.699951,1041.000000,1051.390015,1051.390015,0
2006-04-17,1051.180054,1053.199951,1037.050049,1044.079956,1044.079956,0
2006-04-18,1047.640015,1066.790039,1047.640015,1064.410034,1064.410034,0
2006-04-19,1064.300049,1067.939941,1061.520020,1067.689941,1067.689941,0
2006-04-20,1062.689941,1067.599976,1058.439941,1062.869995,1062.869995,0
2006-04-21,1067.150024,1067.550049,1047.219971,1051.890015,1051.890015,0
2006-04-24,1051.819946,1053.849976,1044.349976,1052.000000,1052.000000,0
2006-04-25,1054.660034,1054.750000,1045.140015,1048.819946,1048.819946,0
2006-04-26,1051.319946,1054.239990,1044.329956,1046.650024,1046.650024,0
2006-04-27,1040.910034,1055.530029,1035.569946,1049.420044,1049.420044,0
2006-04-28,1055.839966,1059.880005,1050.150024,1053.229980,1053.229980,0
2006-05-01,1055.500000,1058.209961,1040.479980,1044.150024,1044.150024,0
2006-05-02,1045.800049,1050.119995,1043.349976,1044.500000,1044.500000,0
2006-05-03,1045.829956,1046.069946,1038.500000,1042.800049,1042.800049,0
2006-05-04,1044.079956,1055.709961,1044.079956,1054.209961,1054.209961,0
2006-05-05,1059.619995,1067.609985,1058.739990,1067.439941,1067.439941,0
2006-05-08,1065.829956,1073.869995,1065.160034,1072.910034,1072.910034,0
2006-05-09,1070.130005,1075.689941,1070.040039,1075.329956,1075.329956,0
2006-05-10,1072.939941,1078.609985,1071.050049,1073.119995,1073.119995,0
2006-05-11,1073.099976,1074.500000,1059.569946,1060.569946,1060.569946,0
2006-05-12,1052.609985,1052.859985,1035.709961,1036.319946,1036.319946,0
2006-05-15,1030.709961,1036.390015,1028.150024,1034.790039,1034.790039,0
2006-05-16,1035.920044,1038.780029,1028.739990,1035.219971,1035.219971,0
2006-05-17,1029.410034,1031.660034,1012.809998,1013.080017,1013.080017,0
2006-05-18,1017.030029,1019.890015,1006.130005,1006.140015,1006.140015,0
