Date,Open,High,Low,Close,Adj Close,Volume
1996-12-03,211.050003,212.559998,210.600006,211.089996,211.089996,0
1996-12-04,210.919998,211.940002,210.440002,211.539993,211.539993,0
1996-12-05,212.710007,213.300003,211.949997,212.440002,212.440002,0
1996-12-06,209.360001,210.619995,206.320007,209.889999,209.889999,0
1996-12-09,210.520004,212.070007,210.289993,212.070007,212.070007,0
1996-12-10,212.139999,213.649994,211.919998,212.270004,212.270004,0
1996-12-11,211.059998,211.059998,209.210007,210.000000,210.000000,0
1996-12-12,210.600006,211.850006,210.440002,210.500000,210.500000,0
1996-12-13,210.059998,212.179993,209.119995,211.399994,211.399994,0
1996-12-16,212.410004,213.029999,211.220001,211.669998,211.669998,0
1996-12-17,211.240005,211.350006,209.720001,210.649994,210.649994,0
1996-12-18,211.789993,212.410004,210.100006,210.880005,210.880005,0
1996-12-19,211.679993,211.860001,208.350006,209.750000,209.750000,0
1996-12-20,211.660004,212.050003,208.889999,208.990005,208.990005,0
1996-12-23,209.229996,210.770004,208.970001,209.259995,209.259995,0
1996-12-24,209.820007,210.830002,209.589996,210.830002,210.830002,0
1996-12-26,210.589996,213.130005,210.580002,213.119995,213.119995,0
1996-12-27,213.470001,213.690002,212.550003,212.860001,212.860001,0
1996-12-30,213.279999,213.740005,212.259995,213.229996,213.229996,0
1996-12-31,213.580002,216.199997,213.330002,215.910004,215.910004,0
1997-01-02,216.179993,216.679993,214.149994,215.710007,215.710007,0
1997-01-03,215.990005,219.580002,215.990005,219.509995,219.509995,0
1997-01-06,219.970001,219.970001,216.910004,217.619995,217.619995,0
1997-01-07,217.729996,218.750000,216.000000,218.750000,218.750000,0
1997-01-08,219.410004,219.910004,218.380005,218.630005,218.630005,0
1997-01-09,219.500000,220.520004,219.229996,220.389999,220.389999,0
1997-01-10,219.710007,220.570007,218.479996,220.440002,220.440002,0
1997-01-13,220.750000,220.979996,219.419998,219.419998,219.419998,0
1997-01-14,221.589996,223.100006,221.559998,222.570007,222.570007,0
1997-01-15,222.880005,222.880005,220.199997,220.330002,220.330002,0
1997-01-16,221.229996,221.669998,219.460007,220.619995,220.619995,0
1997-01-17,220.440002,221.289993,219.649994,220.350006,220.350006,0
1997-01-20,220.949997,222.899994,220.759995,222.699997,222.699997,0
1997-01-21,222.259995,224.360001,222.259995,224.330002,224.330002,0
1997-01-22,223.940002,226.979996,223.179993,226.860001,226.860001,0
1997-01-23,227.110001,227.110001,223.899994,223.899994,223.899994,0
1997-01-24,224.009995,226.470001,222.740005,223.330002,223.330002,0
1997-01-27,223.820007,224.029999,222.029999,222.250000,222.250000,0
1997-01-28,223.470001,224.309998,221.419998,222.199997,222.199997,0
1997-01-29,221.539993,222.020004,220.309998,221.179993,221.179993,0
1997-01-30,221.419998,222.179993,220.179993,221.399994,221.399994,0
1997-01-31,221.289993,222.539993,218.470001,219.059998,219.059998,0
1997-02-03,219.360001,219.360001,215.919998,216.179993,216.179993,0
1997-02-04,216.779999,218.289993,216.779999,217.809998,217.809998,0
1997-02-05,219.619995,220.410004,217.289993,217.529999,217.529999,0
1997-02-06,218.750000,218.750000,215.820007,216.600006,216.600006,0
1997-02-07,217.229996,218.809998,216.449997,217.490005,217.490005,0
1997-02-10,218.300003,221.360001,218.300003,219.679993,219.679993,0
1997-02-11,219.770004,220.279999,217.839996,218.619995,218.619995,0
1997-02-12,219.229996,223.169998,219.119995,223.029999,223.029999,0
1997-02-13,223.850006,225.229996,223.210007,225.179993,225.179993,0
1997-02-14,224.970001,226.320007,224.309998,224.809998,224.809998,0
1997-02-18,225.289993,226.059998,222.789993,223.630005,223.630005,0
1997-02-19,223.720001,224.080002,221.649994,222.130005,222.130005,0
1997-02-20,221.899994,222.100006,219.460007,219.699997,219.699997,0
1997-02-21,219.910004,221.910004,219.910004,221.350006,221.350006,0
1997-02-24,220.690002,222.479996,220.690002,222.330002,222.330002,0
1997-02-25,222.339996,222.899994,221.460007,222.220001,222.220001,0
1997-02-26,222.389999,223.360001,219.389999,220.919998,220.919998,0
1997-02-27,221.330002,221.330002,218.929993,219.279999,219.279999,0
1997-02-28,219.119995,219.119995,216.460007,216.880005,216.880005,0
1997-03-03,217.410004,217.809998,215.669998,216.199997,216.199997,0
1997-03-04,216.979996,217.679993,215.750000,215.960007,215.960007,0
1997-03-05,216.660004,217.210007,215.080002,216.690002,216.690002,0
1997-03-06,216.690002,217.149994,214.639999,214.960007,214.960007,0
1997-03-07,215.740005,216.660004,214.759995,215.479996,215.479996,0
1997-03-10,216.339996,218.630005,216.279999,218.529999,218.529999,0
1997-03-11,219.649994,220.270004,218.149994,218.860001,218.860001,0
1997-03-12,218.449997,218.539993,216.190002,216.220001,216.220001,0
1997-03-13,216.779999,216.940002,213.470001,213.940002,213.940002,0
1997-03-14,214.419998,215.830002,213.960007,214.330002,214.330002,0
1997-03-17,213.750000,213.750000,210.020004,212.110001,212.110001,0
1997-03-18,212.190002,212.649994,210.550003,211.009995,211.009995,0
1997-03-19,212.800003,213.000000,209.539993,210.589996,210.589996,0
1997-03-20,210.570007,210.679993,208.899994,210.539993,210.539993,0
1997-03-21,211.470001,212.649994,210.250000,212.100006,212.100006,0
1997-03-24,211.619995,211.820007,208.970001,209.660004,209.660004,0
1997-03-25,210.539993,211.059998,208.809998,209.229996,209.229996,0
1997-03-26,210.770004,211.630005,209.889999,210.949997,210.949997,0
1997-03-27,211.449997,211.850006,206.660004,206.869995,206.869995,0
1997-03-31,207.179993,207.179993,201.279999,201.820007,201.820007,0
1997-04-01,201.440002,205.080002,201.199997,204.160004,204.160004,0
1997-04-02,203.720001,203.720001,199.210007,199.779999,199.779999,0
1997-04-03,200.130005,201.880005,198.699997,200.669998,200.669998,0
1997-04-04,200.080002,202.429993,198.500000,202.429993,202.429993,0
1997-04-07,203.100006,204.250000,202.800003,203.610001,203.610001,0
1997-04-08,203.809998,205.479996,203.000000,205.419998,205.419998,0
1997-04-09,205.639999,205.910004,203.320007,203.559998,203.559998,0
1997-04-10,203.539993,204.419998,202.839996,203.979996,203.979996,0
1997-04-11,202.910004,203.190002,200.860001,200.860001,200.860001,0
1997-04-14,201.779999,201.910004,199.020004,201.479996,201.479996,0
1997-04-15,202.770004,203.960007,202.070007,203.910004,203.910004,0
1997-04-16,203.820007,204.770004,202.610001,204.639999,204.639999,0
1997-04-17,204.419998,205.509995,203.240005,203.740005,203.740005,0
1997-04-18,205.070007,205.419998,203.809998,204.339996,204.339996,0
1997-04-21,204.529999,205.080002,201.630005,201.740005,201.740005,0
1997-04-22,202.179993,203.479996,200.630005,203.300003,203.300003,0
1997-04-23,202.889999,203.759995,201.800003,202.300003,202.300003,0
1997-04-24,203.029999,203.759995,200.619995,201.660004,201.660004,0
1997-04-25,201.639999,201.850006,197.960007,198.059998,198.059998,0
1997-04-28,198.690002,200.839996,198.160004,200.660004,200.660004,0
1997-04-29,203.380005,205.970001,202.759995,205.970001,205.970001,0
1997-04-30,205.929993,208.820007,205.529999,208.470001,208.470001,0
1997-05-01,208.880005,210.729996,208.580002,210.610001,210.610001,0
1997-05-02,210.770004,215.199997,210.699997,215.199997,215.199997,0
1997-05-05,215.630005,219.949997,215.169998,219.850006,219.850006,0
1997-05-06,220.149994,221.190002,217.889999,218.919998,218.919998,0
1997-05-07,219.240005,219.440002,217.589996,218.059998,218.059998,0
1997-05-08,216.360001,217.550003,215.860001,216.360001,216.360001,0
1997-05-09,217.880005,218.699997,216.550003,217.720001,217.720001,0
1997-05-12,219.100006,221.199997,218.470001,221.130005,221.130005,0
1997-05-13,221.169998,221.169998,218.619995,219.110001,219.110001,0
1997-05-14,220.500000,220.779999,219.149994,219.710007,219.710007,0
1997-05-15,219.339996,221.589996,219.110001,221.259995,221.259995,500
1997-05-16,220.729996,221.580002,219.029999,219.270004,219.270004,500
1997-05-19,220.210007,221.539993,218.630005,220.639999,220.639999,500
1997-05-20,220.889999,221.940002,219.639999,221.619995,221.619995,500
1997-05-21,222.619995,223.210007,219.979996,222.000000,222.000000,500
1997-05-22,221.759995,222.279999,221.039993,221.789993,221.789993,500
1997-05-23,222.600006,223.820007,221.429993,223.580002,223.580002,500
1997-05-27,222.669998,224.529999,221.589996,224.529999,224.529999,500
1997-05-28,224.100006,225.460007,223.309998,225.149994,225.149994,500
1997-05-29,225.720001,227.270004,225.619995,226.649994,226.649994,500
1997-05-30,224.570007,232.380005,223.570007,231.850006,231.850006,500
1997-06-02,231.710007,232.639999,229.559998,231.960007,231.960007,500
1997-06-03,231.070007,231.240005,229.610001,230.130005,230.130005,500
1997-06-04,230.509995,230.990005,229.179993,230.169998,230.169998,500
1997-06-05,231.250000,232.880005,231.020004,232.550003,232.550003,500
1997-06-06,231.850006,235.300003,231.800003,235.259995,235.259995,500
1997-06-09,238.770004,240.080002,238.130005,239.110001,239.110001,500
1997-06-10,240.149994,244.119995,240.149994,244.059998,244.059998,500
1997-06-11,244.800003,245.770004,243.639999,245.770004,245.770004,500
1997-06-12,245.889999,247.389999,245.270004,246.869995,246.869995,500
1997-06-13,246.770004,247.520004,246.339996,247.139999,247.139999,500
1997-06-16,246.279999,246.839996,245.229996,246.839996,246.839996,500
1997-06-17,246.320007,247.899994,245.169998,247.039993,247.039993,500
1997-06-18,245.869995,248.479996,245.509995,246.690002,246.690002,500
1997-06-19,248.199997,251.679993,248.190002,250.119995,250.119995,500
1997-06-20,250.300003,251.309998,249.600006,250.589996,250.589996,500
1997-06-23,246.720001,251.720001,246.479996,246.679993,246.679993,500
1997-06-24,249.369995,249.699997,246.470001,248.029999,248.029999,500
1997-06-25,249.779999,252.720001,249.479996,251.339996,251.339996,500
1997-06-26,251.160004,252.509995,250.220001,250.690002,250.690002,500
1997-06-27,250.820007,251.100006,249.669998,250.089996,250.089996,500
1997-06-30,250.210007,250.399994,248.029999,248.699997,248.699997,500
1997-07-01,249.360001,250.399994,247.559998,248.809998,248.809998,500
1997-07-02,249.619995,250.889999,248.869995,250.889999,250.889999,500
1997-07-03,253.779999,255.419998,253.580002,255.240005,255.240005,300
1997-07-07,256.230011,257.200012,254.820007,255.419998,255.419998,500
1997-07-08,255.800003,256.859985,255.350006,256.760010,256.760010,500
1997-07-09,258.500000,258.700012,254.850006,255.029999,255.029999,500
1997-07-10,254.990005,257.619995,253.410004,257.489990,257.489990,500
1997-07-11,251.009995,253.839996,250.029999,251.960007,251.960007,500
1997-07-14,253.279999,253.949997,251.949997,253.309998,253.309998,500
1997-07-15,253.479996,253.929993,250.529999,253.119995,253.119995,500
1997-07-16,254.669998,256.850006,254.309998,256.850006,256.850006,500
1997-07-17,256.149994,256.269989,254.449997,254.589996,254.589996,500
1997-07-18,253.979996,254.389999,250.429993,252.059998,252.059998,500
1997-07-21,251.500000,251.500000,249.410004,251.229996,251.229996,500
1997-07-22,251.759995,252.839996,250.460007,252.110001,252.110001,500
1997-07-23,253.149994,254.000000,250.839996,251.050003,251.050003,500
1997-07-24,253.589996,254.100006,250.850006,253.809998,253.809998,500
1997-07-25,253.630005,257.950012,253.309998,257.709991,257.709991,500
1997-07-28,257.880005,259.220001,256.019989,259.059998,259.059998,500
1997-07-29,258.970001,262.700012,257.809998,262.570007,262.570007,500
1997-07-30,262.329987,266.309998,261.700012,265.890015,265.890015,500
1997-07-31,264.290009,266.149994,262.489990,264.920013,264.920013,500
1997-08-01,264.989990,265.609985,262.070007,262.989990,262.989990,500
1997-08-04,263.179993,264.910004,262.190002,264.899994,264.899994,500
1997-08-05,264.480011,265.380005,262.690002,265.369995,265.369995,500
1997-08-06,265.660004,267.850006,263.989990,267.470001,267.470001,500
1997-08-07,268.299988,268.670013,265.190002,265.190002,265.190002,500
1997-08-08,264.100006,264.799988,260.720001,263.239990,263.239990,500
1997-08-11,263.720001,265.209991,261.049988,264.589996,264.589996,500
1997-08-12,265.880005,267.220001,264.559998,264.600006,264.600006,500
1997-08-13,267.040009,267.459991,263.640015,264.380005,264.380005,500
1997-08-14,264.640015,264.980011,261.519989,262.709991,262.709991,500
1997-08-15,261.760010,261.779999,257.809998,258.089996,258.089996,500
1997-08-18,258.880005,259.359985,256.640015,259.250000,259.250000,500
1997-08-19,261.279999,264.609985,261.040009,264.480011,264.480011,500
1997-08-20,264.679993,269.380005,264.480011,269.380005,269.380005,500
1997-08-21,263.329987,264.559998,259.980011,260.170013,260.170013,500
1997-08-22,258.130005,259.359985,255.160004,258.510010,258.510010,500
1997-08-25,259.079987,260.000000,257.970001,259.010010,259.010010,500
1997-08-26,257.970001,258.970001,257.350006,257.779999,257.779999,500
1997-08-27,258.670013,259.010010,256.279999,257.809998,257.809998,500
1997-08-28,257.299988,257.299988,254.509995,255.479996,255.479996,500
1997-08-29,255.460007,256.309998,254.880005,255.309998,255.309998,500
1997-09-02,256.200012,258.179993,255.750000,258.059998,258.059998,500
1997-09-03,258.309998,259.790009,257.519989,258.470001,258.470001,500
1997-09-04,258.859985,261.559998,258.709991,259.899994,259.899994,500
1997-09-05,261.399994,264.480011,261.109985,263.609985,263.609985,500
1997-09-08,265.329987,268.489990,265.329987,267.480011,267.480011,500
1997-09-09,268.299988,272.450012,268.040009,271.760010,271.760010,500
1997-09-10,272.489990,272.549988,270.869995,271.079987,271.079987,500
1997-09-11,269.970001,270.130005,267.510010,269.769989,269.769989,500
1997-09-12,270.790009,273.470001,270.769989,273.290009,273.290009,500
1997-09-15,274.299988,275.750000,273.279999,273.910004,273.910004,500
1997-09-16,276.269989,278.630005,275.190002,278.630005,278.630005,500
1997-09-17,279.940002,280.869995,278.570007,280.649994,280.649994,500
1997-09-18,281.679993,283.829987,281.679993,282.929993,282.929993,500
1997-09-19,283.000000,284.119995,282.320007,284.109985,284.109985,500
1997-09-22,285.269989,285.820007,283.880005,284.559998,284.559998,500
1997-09-23,284.790009,285.299988,282.250000,283.549988,283.549988,500
1997-09-24,284.540009,285.739990,284.179993,284.980011,284.980011,500
1997-09-25,284.880005,286.570007,284.140015,286.079987,286.079987,500
1997-09-26,287.000000,289.299988,287.000000,288.630005,288.630005,500
1997-09-29,288.390015,289.549988,287.230011,289.549988,289.549988,500
1997-09-30,289.059998,289.570007,287.320007,289.480011,289.480011,500
1997-10-01,292.459991,298.019989,292.459991,295.880005,295.880005,500
1997-10-02,297.070007,301.779999,295.700012,301.709991,301.709991,500
1997-10-03,305.450012,307.579987,302.529999,303.970001,303.970001,500
1997-10-06,303.899994,304.600006,302.679993,303.970001,303.970001,500
1997-10-07,304.140015,306.010010,303.320007,305.690002,305.690002,500
1997-10-08,306.579987,307.820007,303.540009,307.820007,307.820007,500
1997-10-09,306.450012,309.820007,304.290009,308.679993,308.679993,500
1997-10-10,307.049988,308.029999,306.339996,306.339996,306.339996,500
1997-10-13,307.709991,308.369995,306.600006,306.989990,306.989990,500
1997-10-14,307.850006,308.519989,305.920013,307.579987,307.579987,500
1997-10-15,307.119995,310.000000,306.980011,308.500000,308.500000,500
1997-10-16,310.820007,311.899994,306.799988,307.950012,307.950012,500
1997-10-17,306.649994,307.000000,299.339996,302.559998,302.559998,500
1997-10-20,304.269989,307.500000,303.920013,307.500000,307.500000,500
1997-10-21,308.839996,311.950012,307.720001,311.890015,311.890015,500
1997-10-22,313.540009,314.959991,312.230011,312.799988,312.799988,500
1997-10-23,307.459991,307.459991,304.339996,306.059998,306.059998,500
1997-10-24,308.929993,310.429993,302.410004,302.799988,302.799988,500
1997-10-27,300.410004,300.410004,278.940002,279.660004,279.660004,500
1997-10-28,268.410004,288.519989,265.730011,288.489990,288.489990,400
1997-10-29,292.850006,297.149994,291.679993,294.209991,294.209991,500
1997-10-30,289.730011,295.320007,287.320007,290.970001,290.970001,500
1997-10-31,294.450012,296.119995,291.040009,294.609985,294.609985,500
1997-11-03,296.980011,300.130005,296.250000,300.130005,300.130005,500
1997-11-04,298.609985,299.660004,297.950012,298.809998,298.809998,500
1997-11-05,300.040009,301.359985,298.649994,298.880005,298.880005,500
1997-11-06,298.559998,298.670013,296.899994,297.700012,297.700012,500
1997-11-07,292.899994,294.869995,290.769989,292.450012,292.450012,500
1997-11-10,296.970001,298.380005,294.140015,294.429993,294.429993,500
1997-11-11,295.179993,295.190002,289.899994,291.859985,291.859985,500
1997-11-12,288.820007,289.470001,283.859985,284.140015,284.140015,500
1997-11-13,287.369995,287.809998,282.440002,286.989990,286.989990,500
1997-11-14,288.170013,291.359985,287.089996,291.320007,291.320007,500
1997-11-17,294.700012,296.869995,294.700012,296.350006,296.350006,500
1997-11-18,296.489990,297.269989,295.489990,295.600006,295.600006,500
1997-11-19,294.950012,295.700012,293.920013,294.859985,294.859985,500
1997-11-20,296.339996,300.200012,296.339996,299.519989,299.519989,500
1997-11-21,301.089996,301.480011,298.019989,298.679993,298.679993,500
1997-11-24,296.750000,296.750000,291.089996,292.320007,292.320007,500
1997-11-25,293.779999,294.809998,292.179993,292.950012,292.950012,500
1997-11-26,293.910004,294.989990,292.940002,293.880005,293.880005,500
1997-11-28,294.440002,296.709991,293.959991,295.690002,295.690002,300
1997-12-01,297.130005,298.970001,296.299988,298.970001,298.970001,500
1997-12-02,297.980011,298.899994,296.230011,296.559998,296.559998,500
1997-12-03,296.690002,299.579987,293.880005,299.579987,299.579987,500
1997-12-04,300.660004,301.609985,299.369995,299.739990,299.739990,500
1997-12-05,297.790009,303.600006,297.470001,303.600006,303.600006,500
1997-12-08,304.799988,306.209991,304.239990,305.390015,305.390015,500
1997-12-09,304.670013,308.320007,304.250000,306.839996,306.839996,500
1997-12-10,305.959991,306.070007,301.970001,303.730011,303.730011,500
1997-12-11,300.989990,301.489990,298.730011,300.720001,300.720001,500
1997-12-12,302.670013,303.750000,298.899994,300.579987,300.579987,500
1997-12-15,301.869995,302.779999,299.940002,302.390015,302.390015,500
1997-12-16,302.869995,305.100006,302.220001,304.339996,304.339996,500
1997-12-17,305.649994,307.170013,304.140015,304.959991,304.959991,500
1997-12-18,306.239990,306.549988,303.019989,304.230011,304.230011,500
1997-12-19,302.140015,305.399994,297.839996,305.299988,305.299988,500
1997-12-22,304.850006,306.619995,303.369995,303.899994,303.899994,500
1997-12-23,303.690002,303.950012,297.329987,297.429993,297.429993,500
